objectid,originalid,projectcode,stationcode,stationdesc,sampledate,evaluator,determination,determinationcomments,channeltype,structurewidth,structureshape,structureshapecomments,rightsideofstructure,rightvegetation,rightsidecomments,leftsideofstructure,leftvegetation,leftsidecomments,bottom,bottomcomments,vegetation,lowflowpresence,lowflowwidth,gradecontrolpresence,gradecontrollocation,gradecontrolcomments,channelmodcomments,lastchangedate,latitude,longitude,record_timestamp,app_timestamp,sitetype,novelsite,record_origin,origin_lastupdatedate,record_publish,globalid,created_user,created_date,last_edited_user,last_edited_date,login_agency,login_email,login_owner,login_year,login_project,ceden_publish,masterid,huc,county,smcshed,comid,channel_engineering_class
177,350,SMC_LARWMP_2022,412WE0552,NA,7/11/2022,K. Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Present,Within 10 m upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/29/2022 6:46,TRUE,{78A5E4A8-30F7-429E-801B-90E76BD3D156},checker,10/29/2022 6:46,checker,10/29/2022 6:46,ABCL,alexis@aquaticbioassay.com,LARWMP,2022,SMC,NA,412WE0552,412,Los Angeles,Los Angeles,22514712,NAT
1514,NA,NA,902WE0888,NA,6/4/2017,DO/NC,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,5/17/2018,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{589A8C81-30BA-45F6-96B4-3E61D2BAEBD1},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902WE0888,902,San Diego,Northern San Diego,22548347,NAT
1673,362,SMC_SGRRMP_2022,SMC00464,NA,7/27/2022,S. Johnson,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,11/2/2022 6:34,TRUE,{D9DF29E5-07AB-4C5A-B0AC-565D2DB3FC76},checker,11/2/2022 6:34,checker,11/2/2022 6:34,ABCL,alexis@aquaticbioassay.com,SGRRMP,2022,SMC,NA,SMC00464,405,Los Angeles,San Gabriel,22524649,NAT
1684,364,SMC_SGRRMP_2022,SMC00574,NA,7/21/2022,S. Johnson,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Present,1 to 5 m,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,11/2/2022 6:34,TRUE,{82929B4F-EB0B-4A42-A828-F4649D7139B9},checker,11/2/2022 6:34,checker,11/2/2022 6:34,ABCL,alexis@aquaticbioassay.com,SGRRMP,2022,SMC,NA,SMC00574,405,Los Angeles,San Gabriel,22525157,HB
402,NA,SMC_SCDWP_2009,SMC00457,NA,6/4/2009,Damon Owen,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{35337A75-ACA7-403D-A7CC-C6DD1BACCE09},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC00457,903,San Diego,Northern San Diego,20342525,NAT
442,NA,SMC_RCFC_2010,SMC00957,Tequesquite @ Victoria Ave,6/21/2010,A. Suter,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{215EFAD8-5CBF-453B-B08E-BC1073344F56},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC00957,801,Riverside,Middle Santa Ana,22560496,NAT
489,321,SMC_VCWPD_2022,SMC01860,NA,7/18/2022,S. Johnson,Site visit,NA,Engineered,50 to 100 m,Natural,NA,Grouted rock,No,NA,Grouted rock,No,NA,Soft/Natural,NA,No,Absent,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/24/2022 9:48,TRUE,{F7FD5B98-BE3D-4E56-998A-201DC3C13A04},checker,10/24/2022 9:48,checker,10/24/2022 9:48,ABCL,alexis@aquaticbioassay.com,VCWPD,2022,SMC,NA,SMC01860,408,Ventura,Calleguas,17564046,SB2
1782,322,SMC_VCWPD_2022,SMC02452,NA,7/20/2022,K. Wisenbaker,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Earthen,Yes,NA,Grouted rock,No,NA,Soft/Natural,NA,No,Absent,NR,Present,Within reach,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/24/2022 9:48,TRUE,{F79E0750-1B50-4605-82D2-44B8FD0682F5},checker,10/24/2022 9:48,checker,10/24/2022 9:48,ABCL,alexis@aquaticbioassay.com,VCWPD,2022,SMC,NA,SMC02452,408,Ventura,Calleguas,17563908,SB1
499,NA,SMC_VCWPD_2012,SMC02075,NA,7/17/2012,B.Jones,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{BC851B10-E57D-4CE6-91A1-F1EC39B2764B},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02075,403,Ventura,Santa Clara,17567333,NAT
536,358,SMC_SGRRMP_2022,SMC03390,NA,7/28/2022,K. Wisenbaker,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Present,5+ m,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,11/2/2022 6:34,TRUE,{40AFE244-3CEF-4199-9C9C-64BBDC2C42F8},checker,11/2/2022 6:34,checker,11/2/2022 6:34,ABCL,alexis@aquaticbioassay.com,SGRRMP,2022,SMC,NA,SMC03390,405,Los Angeles,San Gabriel,22525157,HB
1829,360,SMC_SGRRMP_2022,SMC04670,NA,7/28/2022,K. Wisenbaker,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Present,5+ m,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,11/2/2022 6:34,TRUE,{BD2A6C6F-C3C7-4C28-83E7-53C5DFFCEC80},checker,11/2/2022 6:34,checker,11/2/2022 6:34,ABCL,alexis@aquaticbioassay.com,SGRRMP,2022,SMC,NA,SMC04670,405,Los Angeles,San Gabriel,22525157,HB
553,NA,SMC_VCWPD_2010,SMC04383,NA,6/9/2010,B.Jones,Site visit,Review of historic data,Natural,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{423994BF-E82E-4053-8928-5C2E575AC5F8},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC04383,402,Ventura,Ventura,17585808,NAT
1824,NA,SMC_LACFCD_2012,SMC04432,NA,6/26/2012,Damon Owen,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{1AA5C5B9-B7FE-458D-9FF0-298160E5773F},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC04432,403,Los Angeles,Santa Clara,17574765,NAT
1838,NA,SMC_SCDWP_2012,SMC05146,NA,7/10/2012,Damon Owen,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{FBF8C6E7-0F2E-401E-B55D-E166C4CE65BF},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC05146,909,San Diego,Southern San Diego,20332968,NAT
1859,365,SMC_SGRRMP_2022,SMC06496,NA,7/14/2022,K. Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,11/2/2022 6:34,TRUE,{D2B39170-26E9-4F8D-ACAA-554A3645CBC7},checker,11/2/2022 6:34,checker,11/2/2022 6:34,ABCL,alexis@aquaticbioassay.com,SGRRMP,2022,SMC,NA,SMC06496,405,Los Angeles,San Gabriel,22523021,NAT
681,NA,SMC_RWQCB8_1950,SMCR8_184,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Present,Within reach,Dirt road over creek,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{AF5D7228-0B6E-41B2-B694-C011BAAC64D1},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801BRC184,801,San Bernardino,Upper Santa Ana,22555476,NAT
1951,NA,SMC_RWQCB8_1950,SMCR8_203,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{C9FFD5CF-CD26-4FF2-8BCF-77857B5C7819},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801HNC203,801,San Bernardino,Upper Santa Ana,22558716,NAT
682,NA,SMC_RWQCB8_1950,SMCR8_206,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{11124AD0-0FD0-4BA7-A01E-548A481623AD},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802SWC206,802,Riverside,San Jacinto,22536110,NAT
1952,NA,SMC_RWQCB8_1950,SMCR8_208,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,Two lane road >10m downstream,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{5B932C21-01E4-42FA-A2B0-0F223718A5A9},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801STW208,801,Riverside,Upper Santa Ana,22556378,NAT
683,NA,SMC_RWQCB8_1950,SMCR8_218,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{2C0103A9-EEBE-4E5B-B0CE-253F1E65A34A},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802RB8218,802,Riverside,San Jacinto,0,NAT
1953,NA,SMC_RWQCB8_1950,SMCR8_219,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{47BB93F3-FB41-4AC2-9B8E-34B177785EC4},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801MHC219,801,San Bernardino,Upper Santa Ana,22558904,NAT
684,NA,SMC_RWQCB8_1950,SMCR8_226,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Present,Within 10 m downstream,one lane road over creek,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{A6F7427C-4A25-4DFF-A240-654617647791},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801ETC226,801,San Bernardino,Upper Santa Ana,22555344,NAT
1954,NA,SMC_RWQCB8_1950,SMCR8_243,NA,1/1/1950,A. Suter,NA,Review of historic data,Engineered,50 to 100 m,Trapezoidal,NA,Earthen,No,NA,Earthen,No,NA,Soft/Natural,NA,"Yes, time uncertain",Not determined,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{827FA4C1-CF1D-4696-8487-096C36C0BE7B},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802PVD243,802,Riverside,San Jacinto,0,SB0
685,NA,SMC_RWQCB8_1950,SMCR8_258,NA,1/1/1950,A. Suter,NA,Review of historic data,Engineered,10 to 50 m,Trapezoidal,NA,Earthen,Yes,NA,Earthen,Yes,NA,Soft/Natural,NA,No,Not determined,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{BF3CD31B-907E-415B-AE5E-4FDB0584E809},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801STW258,801,San Bernardino,Upper Santa Ana,22556328,SB0
1934,NA,SMC_RWQCB8_1950,SMCR8_062,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,Dirt berm confining low flows of natural creek,NA,NA,No,NA,NA,Present,Within reach,2 lane road with culverts over creek d/s dirt berm on left side confining low flows.,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{A57CC65F-2B25-48AC-BD7A-587A3989F368},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801LYC062,801,San Bernardino,Middle Santa Ana,0,NAT
665,NA,SMC_RWQCB8_1950,SMCR8_068,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{36AD1541-22D6-4F64-894C-CC0FDA1A439C},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801SAN068,801,San Bernardino,Middle Santa Ana,22554666,NAT
679,NA,SMC_RWQCB8_1950,SMCR8_171,NA,1/1/1950,A. Suter,NA,Review of historic data,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Present,1 to 5 m,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{AE1B43F6-639D-4C7B-A852-8AD4AD5E15DC},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801PCW171,801,Orange,Lower Santa Ana,20357190,HB
1949,NA,SMC_RWQCB8_1950,SMCR8_172,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,Dirt Road over creek >10m upstream,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{A5920E1F-83CE-4705-BDAD-5FEE1873858F},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802INC172,802,Riverside,San Jacinto,22535170,NAT
680,NA,SMC_RWQCB8_1950,SMCR8_178,NA,1/1/1950,A. Suter,NA,Review of historic data,Engineered,10 to 50 m,Trapezoidal,NA,Grouted rock,No,NA,Grouted rock,No,NA,Soft/Natural,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{DDCD6208-8930-4977-BCCE-951AAB391E87},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801SDC178,801,Orange,Lower Santa Ana,20355428,SB2
1950,NA,NA,SMCR8_180,NA,1/1/1950,Karin Wisenbaker,Site visit,Review of historic data,Engineered,50 to 100 m,Trapezoidal,NA,Earthen,No,NA,Earthen,No,NA,Soft/Natural,NA,NR,NA,NA,Present,Within reach,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{30A2F42A-614A-4F79-8E64-81073C904363},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC38853,801,Orange,Lower Santa Ana,20355428,SB0
1935,NA,SMC_RWQCB8_1950,SMCR8_069,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{7567D9BE-FFCA-4457-AF0A-C15E0F89FF47},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801MLC069,801,San Bernardino,Middle Santa Ana,22557786,NAT
666,NA,SMC_RWQCB8_1950,SMCR8_070,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Present,Within reach,dirt road through the stream bed,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{38DB6985-2CB2-4EFD-B853-F8D43FE6EBB7},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802SNC070,802,Riverside,San Jacinto,0,NAT
1955,NA,SMC_RWQCB8_1950,SMCR8_259,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,bounded by bike trail,NA,NA,No,NA,NA,Present,Within reach,Concrete/grouted rock force dissipaters,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{EEBBD224-C0CA-47EC-85E5-DE1081385297},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801XXX259,801,San Bernardino,Upper Santa Ana,0,NAT
686,NA,SMC_RWQCB8_1950,SMCR8_267,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Present,Within reach,2 one lane paved roads across creek,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{F5AE2A20-4682-4145-B8A3-A88FB2940942},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802HYC267,802,Riverside,San Jacinto,0,NAT
1956,NA,SMC_RWQCB8_1950,SMCR8_270,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{647F07E8-195D-4101-AAA0-FDFC911B9040},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802SWC270,802,Riverside,San Jacinto,0,NAT
687,NA,SMC_RWQCB8_1950,SMCR8_271,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{05F30E3E-C105-4A99-BB5D-4F89BAD102CF},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801LYC271,801,San Bernardino,Middle Santa Ana,24843846,NAT
1957,NA,SMC_RWQCB8_1950,SMCR8_272,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{1563FD7F-32B8-4F31-AA46-848AC04F8255},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801MIC272,801,San Bernardino,Upper Santa Ana,22558960,NAT
688,NA,SMC_RWQCB8_1950,SMCR8_305,NA,1/1/1950,A. Suter,NA,Review of historic data,Engineered,10 to 50 m,Trapezoidal,NA,Grouted rock,No,NA,Grouted rock,No,NA,Soft/Natural,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{1DD43AAD-C883-4355-8E10-067ED2803701},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801XXX305,801,Orange,Lower Santa Ana,20355334,SB2
1958,NA,SMC_RWQCB8_1950,SMCR8_327,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{4A9EB339-2305-45BC-8BB5-C3DB14EE7E01},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801RB8327,801,San Bernardino,Upper Santa Ana,0,NAT
689,NA,SMC_RWQCB8_1950,SMCR8_334,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{468E3E36-F731-4815-9978-9275E871D06C},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801SAR334,801,San Bernardino,Upper Santa Ana,0,NAT
1959,NA,SMC_RWQCB8_1950,SMCR8_351,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{E06D58F2-5009-462E-A306-422C8F77F1E9},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801SAR351,801,Riverside,Middle Santa Ana,948070274,NAT
690,NA,SMC_RWQCB8_1950,SMCR8_361,NA,1/1/1950,A. Suter,NA,Review of historic data,Engineered,100+ m,Natural,River has some natural siniousity within an engineered confine.,Earthen,Yes,NA,Earthen,Yes,NA,Soft/Natural,NA,No,Present,5+ m,Present,Within reach,MWD pipeline across river abutements sunk into riverbed,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{AA1BE6A0-B552-44ED-B752-2FBB998BB5EB},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801RB8361,801,Riverside,Middle Santa Ana,22563032,SB0
1960,NA,SMC_RWQCB8_1950,SMCR8_370,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{14FBAC83-2E90-48F0-ACBF-34601249AF5F},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801MIC370,801,San Bernardino,Upper Santa Ana,22556002,NAT
691,NA,SMC_RWQCB8_1950,SMCR8_398,same site as 114,1/1/1950,A. Suter,NA,Review of historic data,Engineered,10 to 50 m,Trapezoidal,NA,Earthen,Yes,NA,Grouted rock,Yes,NA,Soft/Natural,NA,NR,Not determined,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{D3983A25-AAAB-4EF6-9215-C69873719D63},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801CYC398,801,San Bernardino,Upper Santa Ana,22555788,SB1
1961,NA,SMC_RWQCB8_1950,SMCR8_419,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{1DF2C602-B85B-43F7-A47C-7DF799A9DADA},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802SWC419,802,Riverside,San Jacinto,22536092,NAT
692,NA,NA,SMCR8_441,NA,1/1/1950,Karin Wisenbaker,Site visit,Review of historic data,Engineered,5 to 10 m,Trapezoidal,NA,Grouted rock,No,NA,Concrete,No,NA,Soft/Natural,NA,NR,NA,NA,Present,Within reach,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{9F8D7CF7-2F72-4310-8DB2-088DAA90D82F},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845RB8441,845,Orange,San Gabriel,0,SB2
1962,NA,SMC_RWQCB8_1950,SMCR8_446,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Present,Within reach,Parts of eroded paved road,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{387A59F6-22B3-45EA-9936-EA0F9DCF4CD8},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801WCC446,801,San Bernardino,Upper Santa Ana,22555238,NAT
693,NA,SMC_RWQCB8_1950,SMCR8_453,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{754A2BF7-AD67-4599-B5CE-440C251970D2},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802SJC453,802,Riverside,San Jacinto,22535256,NAT
1963,NA,SMC_RWQCB8_1950,SMCR8_469,NA,1/1/1950,A. Suter,NA,Review of historic data,Engineered,50 to 100 m,Trapezoidal,NA,Earthen,No,NA,Earthen,No,NA,Soft/Natural,NA,NR,Not determined,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{BB7BFC37-3EF0-4DB8-9997-13749C3D46ED},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801PLC469,801,San Bernardino,Upper Santa Ana,22555900,SB0
20,NA,NA,402M00029,NA,6/6/2016,Karin WIsenbaker,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Present,Within reach,NA,NA,3/7/2017,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{BCDF5E5E-86DE-4B37-B7A7-283B8314FDA6},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402M00029,402,Ventura,Ventura,17587720,NAT
1290,NA,NA,402M00030,NA,4/19/2017,Karin Wisenbaker,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,5/17/2018,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{4E80A8E4-77A6-438E-8777-A71BF267B37A},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402M00030,402,Ventura,Ventura,17586664,NAT
21,NA,NA,402M00042,NA,4/19/2017,Karin Wisenbaker,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,5/17/2018,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{AAA38EA1-A6ED-46D9-BF9D-5102C933690D},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402M00042,402,Ventura,Ventura,17586550,NAT
694,NA,SMC_RWQCB8_1950,SMCR8_474,NA,1/1/1950,A. Suter,NA,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{0BECA242-9B0A-4ACF-8A45-6ACE0BA93E4E},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801SAN474,801,San Bernardino,Middle Santa Ana,22554684,NAT
