"","masterid","latitude","longitude","huc","county","smcshed","csci","sampledate","sampleyear","fieldreplicate","CSCI.Score","Modified.Class","CSCI.Threshold","CSCI.Level","Spring recession magnitude","Spring recession magnitude Stress Level","Dry-season median baseflow","Dry-season median baseflow Stress Level","Fall pulse magnitude","Fall pulse magnitude Stress Level","Wet-season low baseflow","Wet-season low baseflow Stress Level","Wet-season median baseflow","Wet-season median baseflow Stress Level","Magnitude of largest annual storm","Magnitude of largest annual storm Stress Level","2-year flood magnitude","2-year flood magnitude Stress Level","5-year flood magnitude","5-year flood magnitude Stress Level","10-year flood magnitude","10-year flood magnitude Stress Level"
"403","801CBN012",33.91909,-117.82201,801,"Orange","Lower Santa Ana",0.5968458,2006-05-31,2006,1,0.72571,"Natural",0.79,"Unhealthy Biology",148.102312520813,"Likely Stressed",1.63123692973693,"Unlikely Stressed",21.7793176762542,"Likely Stressed",5.22028623043622,"Likely Stressed",13.7529743589743,"Likely Stressed",-5.15525810560449,"Likely Stressed",-16.2481956376956,"Likely Stressed",251.252457708958,"Unlikely Stressed",483.289895937396,"Likely Stressed"
"404","403S00064",34.64435,-118.51371,403,"Los Angeles","Santa Clara",0.76875115,2022-05-19,2022,1,0.76875115,"Natural",0.79,"Unhealthy Biology",68.8427477522477,"Likely Stressed",0.219472277722277,"Unlikely Stressed",22.6786355748993,"Likely Stressed",2.13245444555445,"Likely Stressed",2.04780852480853,"Likely Stressed",-35.0846780746935,"Likely Stressed",38.8236140526141,"Likely Stressed",221.197452514152,"Unlikely Stressed",191.134883283383,"Likely Stressed"
"405","904CBSAM5",33.09086,-117.2447,904,"San Diego","Central San Diego",0.83296807,2010-05-19,2010,1,0.83296807,"Natural",0.79,"Healthy Biology",77.1112422577423,"Likely Stressed",1.60547036297036,"Unlikely Stressed",7.83920805460668,"Unlikely Stressed",0.850842091242092,"Unlikely Stressed",3.46331884781885,"Likely Stressed",10.7206920412054,"Unlikely Stressed",-15.3895634365635,"Likely Stressed",-61.3975138528138,"Likely Stressed",7.80064925074924,"Unlikely Stressed"
"406","901M14145",33.48818,-117.66682,901,"Orange","San Juan",0.74113117,2019-06-17,2019,2,0.59089766,"Soft Bottom (2)",0.79,"Unhealthy Biology",104.449821178821,"Likely Stressed",1.58876315351315,"Unlikely Stressed",11.7045405864109,"Unlikely Stressed",1.26999117549117,"Unlikely Stressed",5.6004925074925,"Likely Stressed",-280.295661636775,"Likely Stressed",-216.065288211788,"Likely Stressed",-837.692768731268,"Likely Stressed",-189.729170329671,"Likely Stressed"
"407","801RB8601",34.02789,-117.58527,801,"San Bernardino","Middle Santa Ana",0.20031184,2009-06-24,2009,1,0.31952121,"Hard Bottom",0.79,"Unhealthy Biology",-56.4349264069264,"Likely Stressed",17.2374962537462,"Very Likely Stressed",101.592360729839,"Likely Stressed",-4.1429769064269,"Likely Stressed",42.8995541958042,"Likely Stressed",-227.008600197914,"Likely Stressed",419.745988344989,"Likely Stressed",274.822376090576,"Unlikely Stressed",-571.962206660006,"Likely Stressed"
"408","SMC01567",34.5096,-119.3837,402,"Ventura","Ventura",0.71011193,2017-05-24,2017,1,0.71011193,"Natural",0.79,"Unhealthy Biology",113.943306859807,"Likely Stressed",1.03200882450883,"Unlikely Stressed",23.8605437790959,"Likely Stressed",4.20510880785881,"Likely Stressed",9.77950149850149,"Likely Stressed",-21.8815711289132,"Likely Stressed",-92.5432838827837,"Likely Stressed",174.045840459541,"Unlikely Stressed",223.988348651349,"Likely Stressed"
"409","SMC00899",33.71747,-117.7888,801,"Orange","Lower Santa Ana",0.32947312,2023-05-24,2023,1,0.32947312,"Hard Bottom",0.79,"Unhealthy Biology",145.398391275391,"Likely Stressed",-26.87806002331,"Likely Stressed",19.445586486085,"Likely Stressed",-23.4715781052281,"Likely Stressed",-0.792737762237759,"Likely Stressed",-340.919134498567,"Likely Stressed",-121.289501665002,"Likely Stressed",-30.453997036297,"Likely Stressed",-508.551398701299,"Likely Stressed"
"410","SMC04054",32.83697,-117.01874,907,"San Diego","Mission Bay and San Diego River",0.75051437,2023-05-19,2023,1,0.75051437,"Natural",0.79,"Unhealthy Biology",156.214183150183,"Likely Stressed",0.0441269563769564,"Unlikely Stressed",74.0364419632918,"Likely Stressed",0.837859024309024,"Unlikely Stressed",-2.97123934398934,"Likely Stressed",-19.8614430305131,"Likely Stressed",110.634621545122,"Likely Stressed",128.633388278388,"Unlikely Stressed",-176.365327872128,"Likely Stressed"
"411","909WE1014",32.83213,-116.7265,909,"San Diego","Southern San Diego",0.81704304,2023-05-16,2023,1,0.81704304,"Natural",0.79,"Healthy Biology",29.4119215784216,"Likely Stressed",1.15457034632035,"Unlikely Stressed",7.40843275400611,"Unlikely Stressed",1.14490256410257,"Unlikely Stressed",1.97293414918415,"Likely Stressed",1.5046661078423,"Unlikely Stressed",-80.9049911754912,"Likely Stressed",-13.2480172827174,"Likely Stressed",20.9546423576424,"Unlikely Stressed"
"412","SMC00473",33.03916,-117.15802,905,"San Diego","Central San Diego",0.75403356,2023-05-30,2023,2,0.64477744,"Natural",0.79,"Unhealthy Biology",0.494853146853137,"Likely Stressed",0.490222527472528,"Unlikely Stressed",-6.0789991163874,"Unlikely Stressed",0.708518714618715,"Unlikely Stressed",9.50757101232101,"Likely Stressed",-407.972886363798,"Likely Stressed",-384.565032634033,"Likely Stressed",-1325.87878488178,"Likely Stressed",-1753.53387232767,"Likely Stressed"
"413","SMC00473",33.03916,-117.15802,905,"San Diego","Central San Diego",0.64477744,2023-05-30,2023,1,0.64477744,"Natural",0.79,"Unhealthy Biology",0.494853146853137,"Likely Stressed",0.490222527472528,"Unlikely Stressed",-6.0789991163874,"Unlikely Stressed",0.708518714618715,"Unlikely Stressed",9.50757101232101,"Likely Stressed",-407.972886363798,"Likely Stressed",-384.565032634033,"Likely Stressed",-1325.87878488178,"Likely Stressed",-1753.53387232767,"Likely Stressed"
"414","911M24982",32.68804,-116.67813,911,"San Diego","Southern San Diego",1.18201417,2022-04-11,2022,1,1.18201417,"Natural",0.79,"Healthy Biology",45.0956112221113,"Likely Stressed",1.41285797535797,"Unlikely Stressed",7.72496705829306,"Unlikely Stressed",1.51422197802198,"Likely Stressed",5.16954811854813,"Likely Stressed",-13.0930179809324,"Likely Stressed",-107.236503496503,"Likely Stressed",0.379966333666258,"Unlikely Stressed",19.8215393273394,"Unlikely Stressed"
"415","906M23430",32.82897,-117.23075,906,"San Diego","Mission Bay and San Diego River",0.76928782,2022-04-20,2022,1,0.76928782,"Natural",0.79,"Unhealthy Biology",229.5661998002,"Likely Stressed",11.4625168165168,"Likely Stressed",106.962036306314,"Likely Stressed",11.6882176823177,"Likely Stressed",21.5984077589078,"Likely Stressed",82.6186148220252,"Unlikely Stressed",496.535230769232,"Likely Stressed",435.922346087247,"Likely Stressed",-58.5383185148188,"Likely Stressed"
"416","901M14169",33.57631,-117.74769,901,"Orange","San Juan",0.65997475,2022-05-19,2022,1,0.65997475,"Natural",0.79,"Unhealthy Biology",281.489200799201,"Likely Stressed",1.66288378288378,"Unlikely Stressed",43.9303054035298,"Likely Stressed",9.22631315351316,"Likely Stressed",38.3433056943057,"Likely Stressed",340.52359240506,"Unlikely Stressed",844.485318181818,"Likely Stressed",2236.40747136197,"Likely Stressed",4619.27662487512,"Likely Stressed"
"417","901M14155",33.62138,-117.60683,901,"Orange","San Juan",0.66744307,2021-04-27,2021,2,0.6887478,"Natural",0.79,"Unhealthy Biology",119.736672993673,"Likely Stressed",1.00635572760573,"Unlikely Stressed",15.7324009336283,"Unlikely Stressed",2.37078866133866,"Likely Stressed",9.64855319680317,"Likely Stressed",-20.8484909250546,"Likely Stressed",27.8903568098568,"Likely Stressed",80.0297605394604,"Unlikely Stressed",247.842993306693,"Likely Stressed"
"418","901M14155",33.62138,-117.60683,901,"Orange","San Juan",0.6887478,2021-04-27,2021,1,0.6887478,"Natural",0.79,"Unhealthy Biology",119.736672993673,"Likely Stressed",1.00635572760573,"Unlikely Stressed",15.7324009336283,"Unlikely Stressed",2.37078866133866,"Likely Stressed",9.64855319680317,"Likely Stressed",-20.8484909250546,"Likely Stressed",27.8903568098568,"Likely Stressed",80.0297605394604,"Unlikely Stressed",247.842993306693,"Likely Stressed"
"419","901M14153",33.48072,-117.67784,901,"Orange","San Juan",0.68654693,2020-06-02,2020,1,0.68654693,"Soft Bottom (2)",0.79,"Unhealthy Biology",104.449821178821,"Likely Stressed",1.58876315351315,"Unlikely Stressed",11.7045405864109,"Unlikely Stressed",1.26999117549117,"Unlikely Stressed",5.6004925074925,"Likely Stressed",-280.295661636775,"Likely Stressed",-216.065288211788,"Likely Stressed",-837.692768731268,"Likely Stressed",-189.729170329671,"Likely Stressed"
"420","412M08662",34.06891,-118.05717,412,"Los Angeles","Los Angeles",0.3591639,2021-05-26,2021,1,0.3591639,"Hard Bottom",0.79,"Unhealthy Biology",330.642535797536,"Likely Stressed",0.131113886113886,"Unlikely Stressed",612.88678205799,"Very Likely Stressed",-2.46725935730936,"Likely Stressed",-8.03480336330338,"Likely Stressed",12.2373100594373,"Unlikely Stressed",252.718194139193,"Likely Stressed",-23.6362112887114,"Likely Stressed",-2014.90104598734,"Likely Stressed"
"421","412M08659",33.93942,-118.17479,412,"Los Angeles","Los Angeles",0.59525555,2020-07-20,2020,1,0.59525555,"Hard Bottom",0.79,"Unhealthy Biology",372.866616716617,"Likely Stressed",30.8408154345655,"Very Likely Stressed",121.493013872442,"Likely Stressed",4.0302655011655,"Likely Stressed",-13.9293102730603,"Likely Stressed",-4185.450596909,"Likely Stressed",-627.160135364634,"Likely Stressed",-3128.70856610056,"Likely Stressed",-7159.53343373293,"Likely Stressed"
"422","403WE0795",34.6408,-119.08094,403,"Ventura","Santa Clara",0.83922816,2022-05-19,2022,1,0.83922816,"Natural",0.79,"Healthy Biology",205.508212287713,"Likely Stressed",1.28654612054612,"Unlikely Stressed",26.6833257301199,"Likely Stressed",5.06436048951049,"Likely Stressed",19.9824674492174,"Likely Stressed",-27.380079646232,"Likely Stressed",-45.7519617049617,"Likely Stressed",22.9774316017316,"Unlikely Stressed",47.1125624708625,"Unlikely Stressed"
"423","403WE0795",34.6408,-119.08094,403,"Ventura","Santa Clara",0.85348163,2022-05-19,2022,2,0.83922816,"Natural",0.79,"Healthy Biology",205.508212287713,"Likely Stressed",1.28654612054612,"Unlikely Stressed",26.6833257301199,"Likely Stressed",5.06436048951049,"Likely Stressed",19.9824674492174,"Likely Stressed",-27.380079646232,"Likely Stressed",-45.7519617049617,"Likely Stressed",22.9774316017316,"Unlikely Stressed",47.1125624708625,"Unlikely Stressed"
"424","SMC02127",34.42318,-119.26474,402,"Ventura","Ventura",0.57393154,2023-06-08,2023,1,0.57393154,"Natural",0.79,"Unhealthy Biology",191.161366799867,"Likely Stressed",3.10044846819847,"Likely Stressed",13.2166791404837,"Unlikely Stressed",1.31196040626041,"Unlikely Stressed",19.3795373792874,"Likely Stressed",-35.5349889142129,"Likely Stressed",-104.268286047286,"Likely Stressed",38.6089547785548,"Unlikely Stressed",75.4189653679654,"Likely Stressed"
"425","403S00772",34.40976,-118.93221,403,"Ventura","Santa Clara",0.62934064,2023-05-31,2023,1,0.62934064,"Natural",0.79,"Unhealthy Biology",148.398019147519,"Likely Stressed",0.743972027972027,"Unlikely Stressed",6.65983601926493,"Unlikely Stressed",-2.4144335997336,"Likely Stressed",5.56382833832834,"Likely Stressed",-362.729421253188,"Likely Stressed",-662.302162837163,"Likely Stressed",-919.071751248751,"Likely Stressed",-927.936500499501,"Likely Stressed"
"426","SMC00318",33.81287,-118.20558,412,"Los Angeles","Los Angeles",0.51236945,2022-06-21,2022,1,0.51236945,"Hard Bottom",0.79,"Unhealthy Biology",284.699747419247,"Likely Stressed",94.5920726773226,"Very Likely Stressed",767.727505256424,"Very Likely Stressed",74.5979884948385,"Very Likely Stressed",204.774848068598,"Likely Stressed",-1103.33956776404,"Likely Stressed",-1440.19956443556,"Likely Stressed",-7675.81310955712,"Likely Stressed",-17043.3586848152,"Very Likely Stressed"
"427","801M15406",34.09198,-117.60878,801,"San Bernardino","Middle Santa Ana",0.28899614,2017-05-31,2017,1,0.28899614,"Hard Bottom",0.79,"Unhealthy Biology",86.6985459540461,"Likely Stressed",3.02516508491508,"Likely Stressed",13.6723422408829,"Unlikely Stressed",-5.32455101565101,"Likely Stressed",-14.2345215617716,"Likely Stressed",-641.95359386737,"Likely Stressed",-201.489266233766,"Likely Stressed",-224.523846853147,"Likely Stressed",-1139.9085001665,"Likely Stressed"
"428","801M15389",33.98531,-117.66605,801,"San Bernardino","Middle Santa Ana",0.29291407,2017-05-31,2017,1,0.29291407,"Hard Bottom",0.79,"Unhealthy Biology",-270.300962370962,"Likely Stressed",52.4969743589744,"Very Likely Stressed",-8.68829270967811,"Unlikely Stressed",29.7806311521812,"Very Likely Stressed",92.8186625874128,"Likely Stressed",-20.3657864623762,"Likely Stressed",-1754.5712962038,"Likely Stressed",-753.918151381951,"Likely Stressed",-5113.79148841159,"Likely Stressed"
"429","403WE0560",34.55841,-119.14079,403,"Ventura","Santa Clara",0.76885337,2022-05-02,2022,1,0.76885337,"Natural",0.79,"Unhealthy Biology",112.985029470529,"Likely Stressed",0.156581168831168,"Unlikely Stressed",11.4068942394289,"Unlikely Stressed",3.1248991008991,"Likely Stressed",9.31167932067932,"Likely Stressed",-150.543050743371,"Likely Stressed",-136.352704795205,"Likely Stressed",-297.970434398934,"Likely Stressed",162.844723776224,"Likely Stressed"
"430","403WE0534",34.61359,-118.77983,403,"Los Angeles","Santa Clara",0.87905821,2019-06-24,2019,1,0.87905821,"Natural",0.79,"Healthy Biology",75.5114370629371,"Likely Stressed",6.47824991674993,"Likely Stressed",10.9408266756791,"Unlikely Stressed",3.76432640692641,"Likely Stressed",3.22898701298702,"Likely Stressed",-498.377343732434,"Likely Stressed",-433.159886113886,"Likely Stressed",-498.991119214119,"Likely Stressed",-179.970386613387,"Likely Stressed"
"431","402WE0536",34.5196,-119.40537,402,"Ventura","Ventura",1.0194064,2021-05-19,2021,1,1.0194064,"Natural",0.79,"Healthy Biology",174.804437562438,"Likely Stressed",1.56529761904762,"Unlikely Stressed",37.3716800716961,"Likely Stressed",8.04527752247752,"Likely Stressed",9.11015351315351,"Likely Stressed",-8.31281942286479,"Likely Stressed",-69.7663986013985,"Likely Stressed",114.882988444888,"Unlikely Stressed",262.788395238095,"Likely Stressed"
"432","412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles",0.96372765,2022-07-11,2022,1,0.96372765,"Natural",0.79,"Healthy Biology",93.3455204795205,"Likely Stressed",1.06290268065268,"Unlikely Stressed",17.682895867823,"Unlikely Stressed",0.994450466200466,"Unlikely Stressed",17.3716141358641,"Likely Stressed",-3.93233487128919,"Likely Stressed",-280.987857309357,"Likely Stressed",-44.3244232101232,"Likely Stressed",31.229194843252,"Unlikely Stressed"
"433","412PS0020",34.07077,-118.09545,412,"Los Angeles","Los Angeles",0.40638526,2022-06-01,2022,1,0.40638526,"Hard Bottom",0.79,"Unhealthy Biology",441.10798851149,"Likely Stressed",52.4084040126539,"Very Likely Stressed",666.627743860659,"Very Likely Stressed",33.5178752247752,"Very Likely Stressed",69.9391276223776,"Likely Stressed",-52.4342874075139,"Likely Stressed",516.897028305028,"Likely Stressed",312.215783349983,"Likely Stressed",-376.264663569763,"Likely Stressed"
"434","402PS0048",34.53077,-119.40085,402,"Ventura","Ventura",0.95346573,2021-05-19,2021,1,0.95346573,"Natural",0.79,"Healthy Biology",328.832051282051,"Likely Stressed",1.74105702630703,"Unlikely Stressed",39.6202657868126,"Likely Stressed",8.55829763569763,"Likely Stressed",18.161748001998,"Likely Stressed",-10.3438378402273,"Likely Stressed",-69.0231182151182,"Likely Stressed",55.9614360639361,"Unlikely Stressed",274.562950382951,"Likely Stressed"
"435","SMC06496",34.16554,-117.8911,405,"Los Angeles","San Gabriel",0.71117114,2022-07-14,2022,1,0.71117114,"Natural",0.79,"Unhealthy Biology",-51.1360457875458,"Likely Stressed",-20.5876203796204,"Likely Stressed",-9.4592004817384,"Unlikely Stressed",-20.0840961038961,"Likely Stressed",-45.4019158341658,"Likely Stressed",-563.616767138171,"Likely Stressed",-862.781804362305,"Likely Stressed",-2349.70735780885,"Likely Stressed",-737.530764069265,"Likely Stressed"
"436","412M08599",34.10602,-118.24338,412,"Los Angeles","Los Angeles",0.61902263,2022-07-21,2022,1,0.61902263,"Soft Bottom (2)",0.79,"Unhealthy Biology",263.013337162837,"Likely Stressed",15.5684452214452,"Likely Stressed",91.5406287440768,"Likely Stressed",-3.53120639360639,"Likely Stressed",-9.15751032301034,"Likely Stressed",-2410.47934093395,"Likely Stressed",-748.175038128536,"Likely Stressed",-3041.52813336663,"Likely Stressed",-5916.49087179486,"Likely Stressed"
"437","SMC04670",33.86506,-118.10456,405,"Los Angeles","San Gabriel",0.32621129,2022-07-28,2022,1,0.32621129,"Hard Bottom",0.79,"Unhealthy Biology",-132.915457042957,"Likely Stressed",22.6159293206793,"Very Likely Stressed",375.938941434555,"Very Likely Stressed",-19.9801487512487,"Likely Stressed",-44.0551388611387,"Likely Stressed",-1053.8249808532,"Likely Stressed",-410.214877455878,"Likely Stressed",-2296.03028205128,"Likely Stressed",-3868.55909723609,"Likely Stressed"
"438","SMC03390",33.82267,-118.09186,405,"Los Angeles","San Gabriel",0.47718303,2022-07-28,2022,1,0.47718303,"Hard Bottom",0.79,"Unhealthy Biology",-132.915457042957,"Likely Stressed",22.6159293206793,"Very Likely Stressed",375.938941434555,"Very Likely Stressed",-19.9801487512487,"Likely Stressed",-44.0551388611387,"Likely Stressed",-1053.8249808532,"Likely Stressed",-410.214877455878,"Likely Stressed",-2296.03028205128,"Likely Stressed",-3868.55909723609,"Likely Stressed"
"439","SMC00574",33.87972,-118.10851,405,"Los Angeles","San Gabriel",0.3463871,2022-07-21,2022,1,0.3463871,"Hard Bottom",0.79,"Unhealthy Biology",-132.915457042957,"Likely Stressed",22.6159293206793,"Very Likely Stressed",375.938941434555,"Very Likely Stressed",-19.9801487512487,"Likely Stressed",-44.0551388611387,"Likely Stressed",-1053.8249808532,"Likely Stressed",-410.214877455878,"Likely Stressed",-2296.03028205128,"Likely Stressed",-3868.55909723609,"Likely Stressed"
"440","SGLT506",34.06173,-117.99129,405,"Los Angeles","San Gabriel",0.57418273,2022-06-20,2022,1,0.57418273,"Soft Bottom (2)",0.79,"Unhealthy Biology",124.635175324675,"Likely Stressed",8.45199225774225,"Likely Stressed",69.5866163552336,"Likely Stressed",-1.10525396270396,"Likely Stressed",14.2141762404263,"Likely Stressed",-259.799910011348,"Likely Stressed",74.0471926406927,"Likely Stressed",-306.229669330669,"Likely Stressed",-1343.3510044955,"Likely Stressed"
"441","405M10600",33.85293,-118.10127,405,"Los Angeles","San Gabriel",0.60341547,2022-05-04,2022,1,0.60341547,"Hard Bottom",0.79,"Unhealthy Biology",-132.915457042957,"Likely Stressed",22.6159293206793,"Very Likely Stressed",375.938941434555,"Very Likely Stressed",-19.9801487512487,"Likely Stressed",-44.0551388611387,"Likely Stressed",-1053.8249808532,"Likely Stressed",-410.214877455878,"Likely Stressed",-2296.03028205128,"Likely Stressed",-3868.55909723609,"Likely Stressed"
"442","405M10600",33.85293,-118.10127,405,"Los Angeles","San Gabriel",0.44650009,2022-07-28,2022,1,0.60341547,"Hard Bottom",0.79,"Unhealthy Biology",-132.915457042957,"Likely Stressed",22.6159293206793,"Very Likely Stressed",375.938941434555,"Very Likely Stressed",-19.9801487512487,"Likely Stressed",-44.0551388611387,"Likely Stressed",-1053.8249808532,"Likely Stressed",-410.214877455878,"Likely Stressed",-2296.03028205128,"Likely Stressed",-3868.55909723609,"Likely Stressed"
